"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          54,      -6.827547299,      -6.841386756,      -7.045736822,      -6.874288406,      -6.219052233,      -11.50096214
          0,           0,          55,      -6.867940276,      -6.855766975,      -7.096294286,      -6.916021099,      -6.260265135,      -11.49637037
          0,           0,          56,      -6.907574703,      -6.865284734,      -7.135544452,      -6.951836344,       -6.30083293,      -11.49141892
          0,           0,          57,      -6.945700149,      -6.869157656,      -7.160595838,      -6.980802405,      -6.340128928,      -11.48637942
          0,           0,          58,      -6.981515793,      -6.867346375,      -7.172109513,       -7.00312876,      -6.377421656,       -11.4814149
          0,           0,          59,      -7.014307262,      -6.860653834,      -7.173785118,      -7.020034458,      -6.411967402,       -11.4765394
          0,           0,          60,      -7.043228883,      -6.850112236,      -7.169935099,      -7.032953161,      -6.442808004,      -11.47190847
          0,           0,          61,      -7.067883214,      -6.837050632,      -7.164594221,      -7.043485142,      -6.469345183,      -11.46765236
          0,           0,          62,      -7.088403083,      -6.822974115,      -7.160669155,       -7.05313074,      -6.491536035,      -11.46382341
          0,           0,          63,      -7.105335108,      -6.809175615,      -7.159798845,      -7.063052368,      -6.509823102,      -11.46045409
          0,           0,          64,      -7.119538348,      -6.796585163,      -7.162765753,      -7.074064808,      -6.525032384,      -11.45756601
          0,           0,          65,      -7.131871729,      -6.785721866,      -7.169716372,      -7.086630838,      -6.538042857,      -11.45518797
          0,           0,          66,      -7.143004558,      -6.776750168,      -7.180403046,      -7.100893767,      -6.549577998,      -11.45334464
          0,           0,          67,       -7.15337087,      -6.769609628,      -7.194341455,      -7.116762032,      -6.560147135,       -11.4520734
          0,           0,          68,      -7.163228599,      -6.764183187,       -7.21099918,      -7.134002032,      -6.570097037,      -11.45139242
          0,           0,          69,      -7.172754773,      -6.760346912,      -7.229833731,      -7.152337955,      -6.579687789,       -11.4513066
          0,           0,          70,      -7.182082258,      -6.758022232,      -7.250381699,      -7.171513634,      -6.589116259,      -11.45177861
          0,           0,          71,      -7.191328115,       -6.75715759,      -7.272248512,      -7.191325117,      -6.598537443,      -11.45280407
          0,           0,          72,      -7.200570109,      -6.757686128,      -7.295099981,      -7.211595149,      -6.608031565,      -11.45440917
          0,           0,          73,      -7.209819663,      -6.759485744,       -7.31863937,      -7.232129851,      -6.617578292,      -11.45659731
          0,           0,          74,       -7.21903422,      -6.762403457,      -7.342607328,      -7.252708975,      -6.627095481,      -11.45934845
          0,           0,          75,      -7.228174025,      -6.766299979,      -7.366777911,      -7.273103342,      -6.636518644,       -11.4626508
          0,           0,          76,       -7.23723903,      -6.771060384,      -7.390934711,      -7.293088788,      -6.645835388,      -11.46647739
          0,           0,          77,      -7.246252014,      -6.776585985,      -7.414852642,      -7.312469454,        -6.6550593,       -11.4707489
          0,           0,          78,      -7.255233329,      -6.782781141,      -7.438299387,      -7.331076734,      -6.664202887,      -11.47535789
          0,           0,          79,      -7.264202734,      -6.789558135,      -7.461047525,      -7.348786728,      -6.673282407,      -11.48024624
          0,           0,          80,      -7.273172075,      -6.796838921,      -7.482883434,      -7.365511152,       -6.68230997,      -11.48542211
          0,           0,          81,      -7.282176648,      -6.804560409,        -7.5036207,      -7.381209322,      -6.691326454,      -11.49097748
          0,           0,          82,      -7.291256796,      -6.812676575,      -7.523112473,      -7.395881463,      -6.700380125,      -11.49699132
          0,           0,          83,      -7.300446425,      -6.821148985,      -7.541247824,       -7.40957722,       -6.70951255,      -11.50340322
          0,           0,          84,      -7.309773556,      -6.829944976,      -7.557942415,      -7.422382069,      -6.718759149,      -11.51010077
          0,           0,          85,      -7.319258001,      -6.839037291,      -7.573120955,      -7.434392243,      -6.728146828,      -11.51704087
          0,           0,          86,      -7.328912212,      -6.848402288,      -7.586693692,      -7.445691755,      -6.737695141,      -11.52416743
          0,           0,          87,      -7.338740766,      -6.858019476,      -7.598534994,      -7.456329718,      -6.747415722,       -11.5314709
          0,           0,          88,      -7.348747938,      -6.867870932,      -7.608472138,      -7.466305922,      -6.757320347,      -11.53898528
          0,           0,          89,      -7.358926744,      -6.877941575,      -7.616287125,      -7.475555287,      -6.767409052,      -11.54673448
          0,           0,          90,      -7.369268387,      -6.888219689,      -7.621737253,      -7.483947636,      -6.777680254,      -11.55472272
          0,           0,          91,      -7.379761765,      -6.898698276,      -7.624593579,      -7.491292034,      -6.788130011,      -11.56294681
          0,           0,          92,      -7.390391993,      -6.909373883,      -7.624689358,      -7.497358019,      -6.798749314,      -11.57140045
          0,           0,          93,      -7.401142425,       -6.92024468,      -7.621966852,      -7.501905819,      -6.809525186,      -11.58005491
          0,           0,          94,       -7.41199547,      -6.931309226,      -7.616507859,      -7.504725334,      -6.820441089,      -11.58887789
          0,           0,          95,      -7.422930866,      -6.942562583,      -7.608541929,      -7.505664268,      -6.831474991,      -11.59785237
          0,           0,          96,      -7.433920488,       -6.95399317,       -7.59842138,      -7.504662051,      -6.842594774,      -11.60697866
          0,           0,          97,      -7.444935308,      -6.965585684,      -7.586591913,      -7.501769266,      -6.853766238,      -11.61625817
          0,           0,          98,      -7.455945855,      -6.977322812,      -7.573540807,      -7.497144666,      -6.864954283,      -11.62568173
          0,           0,          99,      -7.466926489,      -6.989186373,      -7.559746612,      -7.491039668,      -6.876128103,       -11.6352378
          0,           0,         100,      -7.477861201,      -7.001158889,      -7.545648341,      -7.483767378,      -6.887267689,      -11.64491219
          0,           0,         101,      -7.488735211,      -7.013224763,      -7.531625314,      -7.475666939,      -6.898354649,      -11.65469323
          0,           0,         102,       -7.49953694,       -7.02536984,      -7.517987683,       -7.46707548,      -6.909373739,      -11.66457204
          0,           0,         103,      -7.510255563,      -7.037578965,      -7.504974493,      -7.458296569,      -6.920310225,      -11.67454119
          0,           0,         104,      -7.520884937,      -7.049838276,       -7.49276424,      -7.449594931,      -6.931154312,      -11.68459299
          0,           0,         105,      -7.531420124,      -7.062133695,      -7.481477932,      -7.441184305,      -6.941897871,      -11.69472239
          0,           0,         106,      -7.541857879,       -7.07445144,      -7.471188014,      -7.433227853,      -6.952535155,      -11.70492219
          0,           0,         107,      -7.552201853,      -7.086779796,      -7.461925239,      -7.425842283,      -6.963068649,      -11.71518868
          0,           0,         108,      -7.562455963,      -7.099109863,      -7.453684096,      -7.419103452,      -6.973501909,      -11.72550689
          0,           0,         109,      -7.572619377,      -7.111429198,       -7.44644127,       -7.41305053,      -6.983834098,      -11.73587123
          0,           0,         110,      -7.582690334,      -7.123727858,      -7.440165809,       -7.40770269,       -6.99406356,      -11.74627685
          0,           0,         111,      -7.592674292,      -7.135999207,      -7.434815989,      -7.403058954,      -7.004196907,      -11.75671745
          0,           0,         112,      -7.602577392,      -7.148238524,      -7.430341135,      -7.399102684,      -7.014241823,      -11.76718798
          0,           0,         113,      -7.612406382,      -7.160443255,      -7.426684796,      -7.395807106,      -7.024206852,      -11.77768456
          0,           0,         114,      -7.622168526,      -7.172612967,      -7.423788025,      -7.393139362,      -7.034101135,      -11.78820408
          0,           0,         115,      -7.631870375,      -7.184748559,      -7.421592143,      -7.391063607,      -7.043932856,      -11.79874267
          0,           0,         116,      -7.641516895,      -7.196848242,      -7.420040305,      -7.389542177,       -7.05370835,      -11.80929909
          0,           0,         117,       -7.65111018,      -7.208909933,      -7.419078722,      -7.388538253,      -7.063431053,      -11.81987105
          0,           0,         118,       -7.66065353,       -7.22093273,      -7.418658832,       -7.38801763,      -7.073105695,      -11.83045616
          0,           0,         119,      -7.670150062,      -7.232917463,        -7.4187371,         -7.387948,      -7.082736436,      -11.84105228
          0,           0,         120,      -7.679604393,      -7.244865703,      -7.419274618,      -7.388299891,      -7.092328835,      -11.85165749
          0,           0,         121,      -7.689020011,      -7.256778793,      -7.420236388,      -7.389046818,      -7.101887042,      -11.86227013
          0,           0,         122,      -7.698405093,       -7.26865773,      -7.421591215,       -7.39016467,       -7.11142016,      -11.87288868
          0,           0,         123,      -7.707762304,       -7.28050421,      -7.423311197,      -7.391631518,      -7.120931022,      -11.88351181
          0,           0,         124,      -7.717092791,      -7.292318487,      -7.425371708,      -7.393428047,      -7.130421022,       -11.8941385
          0,           0,         125,      -7.726398849,      -7.304101628,      -7.427751291,      -7.395537141,       -7.13989272,      -11.90476797
          0,           0,         126,      -7.735683045,      -7.315855275,      -7.430430743,      -7.397943076,      -7.149348734,      -11.91540015
          0,           0,         127,      -7.744947273,      -7.327579993,      -7.433391945,      -7.400630538,      -7.158790872,      -11.92603535
          0,           0,         128,      -7.754192986,      -7.339276073,      -7.436618103,      -7.403584717,      -7.168220406,      -11.93667371
          0,           0,         129,      -7.763421196,      -7.350943262,      -7.440093501,      -7.406791264,      -7.177638382,      -11.94731509
          0,           0,         130,      -7.772631603,      -7.362581487,       -7.44380349,      -7.410236603,      -7.187044683,      -11.95795928
          0,           0,         131,      -7.781825137,      -7.374191351,      -7.447734117,      -7.413907613,      -7.196440362,      -11.96860639
          0,           0,         132,      -7.791003031,      -7.385773966,      -7.451871621,       -7.41779137,      -7.205826512,      -11.97925701
          0,           0,         133,      -7.800165702,      -7.397329928,      -7.456202196,      -7.421874498,      -7.215203048,      -11.98991242
          0,           0,         134,      -7.809313381,      -7.408859843,      -7.460712783,      -7.426144317,      -7.224569906,      -12.00057569
          0,           0,         135,      -7.818445522,      -7.420364635,      -7.465391169,      -7.430589246,      -7.233926629,      -12.01124764
          0,           0,         136,      -7.827561342,      -7.431845325,       -7.47022683,       -7.43519879,      -7.243272676,       -12.0219219
          0,           0,         137,      -7.836667376,      -7.443306243,      -7.475212188,      -7.439964465,      -7.252615154,      -12.03260248
          0,           0,         138,      -7.845765073,      -7.454749162,      -7.480337109,      -7.444875586,      -7.261954703,      -12.04329507
          0,           0,         139,      -7.854851796,      -7.466172029,      -7.485590727,      -7.449920731,      -7.271287628,      -12.05399673
          0,           0,         140,      -7.863925363,      -7.477573384,        -7.4909646,      -7.455090713,      -7.280611719,      -12.06470905
          0,           0,         141,      -7.872985994,      -7.488953361,      -7.496451288,      -7.460376943,      -7.289927926,      -12.07543126
          0,           0,         142,      -7.882038643,      -7.500318899,      -7.502050774,      -7.465778888,      -7.299243201,      -12.08616184
          0,           0,         143,      -7.891087405,      -7.511675848,       -7.50775916,      -7.471293143,      -7.308560585,       -12.0969043
          0,           0,         144,      -7.900128539,      -7.523019042,       -7.51356153,      -7.476905328,      -7.317872671,      -12.10766696
          0,           0,         145,      -7.909156578,      -7.534347405,      -7.519458701,      -7.482614486,      -7.327174583,       -12.1184477
          0,           0,         146,      -7.918167113,      -7.545652678,      -7.525438877,      -7.488407953,      -7.336460943,      -12.12924405
          0,           0,         147,      -7.927161621,      -7.556939426,      -7.531504561,      -7.494287039,      -7.345737406,      -12.14005258
          0,           0,         148,      -7.936163092,      -7.568241893,      -7.537692088,      -7.500288105,       -7.35503292,       -12.1508667
          0,           0,         149,      -7.945163481,      -7.579536906,      -7.543947646,      -7.506362884,       -7.36432386,      -12.16171854
          0,           0,         150,      -7.954153131,      -7.590818819,      -7.550281665,      -7.512517711,      -7.373604316,      -12.17260888
          0,           0,         151,      -7.963148464,      -7.602095956,      -7.556717979,      -7.518772842,       -7.38289454,      -12.18351251
          0,           0,         152,      -7.972116576,      -7.613313609,      -7.563162917,      -7.525038042,      -7.392152161,       -12.1944505
          0,           0,         153,      -7.981120425,      -7.624585924,      -7.569785774,      -7.531473992,      -7.401479762,      -12.20536962
          0,           0,         154,      -7.990214268,      -7.635927114,      -7.576539106,      -7.538050419,      -7.410907537,      -12.21630957
          0,           0,         155,      -7.999268397,      -7.647200881,      -7.583225384,       -7.54457236,      -7.420265978,      -12.22735496
          0,           0,         156,      -8.008285545,      -7.658474453,      -7.590055373,      -7.551225839,      -7.429598267,      -12.23838829
          0,           0,         157,      -8.017273142,       -7.66967724,      -7.596881965,       -7.55788301,      -7.438888311,      -12.24942248
          0,           0,         158,      -8.026175044,      -7.680782454,      -7.603656501,      -7.564489023,        -7.4480997,      -12.26046859
          0,           0,         159,      -8.035158288,      -7.692004922,      -7.610692991,      -7.571348762,      -7.457447253,       -12.2714416
          0,           0,         160,      -8.044230878,      -7.703273084,      -7.617747461,      -7.578251093,      -7.466876236,      -12.28247504
          0,           0,         161,      -8.053194603,      -7.714431041,      -7.624671714,      -7.585030226,       -7.47616017,      -12.29362859
          0,           0,         162,      -8.062095749,      -7.725571755,       -7.63174369,      -7.591936085,      -7.485391387,      -12.30472485
          0,           0,         163,       -8.07094186,       -7.73660421,       -7.63874163,      -7.598779832,      -7.494555486,      -12.31581547
          0,           0,         164,      -8.079710564,      -7.747566047,      -7.645714744,      -7.605594718,      -7.503667927,      -12.32690028
          0,           0,         165,      -8.088601454,      -7.758673508,      -7.652964321,      -7.612678634,      -7.512956631,      -12.33792202
          0,           0,         166,      -8.097580373,      -7.769825122,      -7.660193007,      -7.619765609,       -7.52231669,      -12.34903006
          0,           0,         167,      -8.106454816,      -7.780888166,      -7.667324464,      -7.626752617,      -7.531542717,       -12.3602648
          0,           0,         168,      -8.115298173,      -7.791950046,      -7.674613631,      -7.633873403,      -7.540745875,      -12.37142845
          0,           0,         169,      -8.124088189,      -7.802906374,      -7.681803759,      -7.640907856,      -7.549881761,      -12.38259936
          0,           0,         170,      -8.132832151,      -7.813841576,      -7.689025944,      -7.647965396,      -7.559007077,      -12.39374868
          0,           0,         171,      -8.141729604,       -7.82494286,      -7.696519965,      -7.655291576,      -7.568330219,      -12.40483565
          0,           0,         172,      -8.150689916,      -7.836073125,      -7.703946049,      -7.662574416,      -7.577689392,       -12.4160432
          0,           0,         173,      -8.159542989,      -7.847134834,      -7.711318457,       -7.66979388,      -7.586921759,      -12.42734278
          0,           0,         174,      -8.168376871,      -7.858192438,      -7.718827793,      -7.677130844,      -7.596139016,      -12.43857264
          0,           0,         175,      -8.177133374,      -7.869127851,      -7.726195167,      -7.684340577,      -7.605265006,      -12.44982651
          0,           0,         176,      -8.185866937,      -7.880077785,      -7.733651421,      -7.691625573,      -7.614414305,      -12.46103492
          0,           0,         177,      -8.194763342,      -7.891186193,      -7.741339839,      -7.699146592,      -7.623758464,      -12.47219677
          0,           0,         178,      -8.203671721,      -7.902283441,      -7.748893559,      -7.706556205,      -7.633079141,      -12.48350799
          0,           0,         179,      -8.212471105,      -7.913325714,      -7.756438484,      -7.713937947,       -7.64228319,       -12.4948736
          0,           0,         180,      -8.221255248,      -7.924349493,      -7.764073323,      -7.721396684,       -7.65147019,      -12.50616921
          0,           0,         181,      -8.229935493,       -7.93523931,      -7.771528592,      -7.728689785,      -7.660542424,      -12.51750009
          0,           0,         182,      -8.238629271,      -7.946186183,      -7.779137711,      -7.736117966,      -7.669682487,      -12.52875893
          0,           0,         183,       -8.24748978,      -7.957283435,      -7.786924528,       -7.74373592,      -7.679005925,      -12.53999648
          0,           0,         184,      -8.256305964,      -7.968334087,       -7.79452107,      -7.751183523,      -7.688242169,      -12.55141099
          0,           0,         185,      -8.265022189,      -7.979346976,      -7.802161994,      -7.758647124,      -7.697380412,      -12.56283702
          0,           0,         186,      -8.273722165,      -7.990321866,      -7.809834773,      -7.766138984,       -7.70649337,      -12.57420146
          0,           0,         187,      -8.282300309,      -8.001160907,      -7.817315613,      -7.773450848,      -7.715480747,      -12.58560746
          0,           0,         188,      -8.290937607,      -8.012092113,      -7.825011147,      -7.780956606,      -7.724585142,      -12.59691937
          0,           0,         189,       -8.29973374,      -8.023155343,      -7.832817892,      -7.788595014,        -7.7338497,      -12.60824208
          0,           0,         190,      -8.308435697,      -8.034141047,      -7.840401654,      -7.796025877,       -7.74297614,      -12.61975768
          0,           0,         191,      -8.317058698,      -8.045100928,      -7.848076981,      -7.803513666,      -7.752033112,      -12.63123888
          0,           0,         192,      -8.325653534,      -8.055999777,      -7.855716337,       -7.81097292,      -7.761046014,      -12.64267368
          0,           0,         193,      -8.334122236,      -8.066780828,       -7.86318463,      -7.818269404,       -7.76993996,      -12.65414343
          0,           0,         194,      -8.342696009,      -8.077684724,      -7.870909369,      -7.825803552,      -7.778992896,      -12.66550686
          0,           0,         195,       -8.35139868,      -8.088695137,      -7.878664145,      -7.833397178,      -7.788159575,      -12.67692278
          0,           0,         196,      -8.359966489,      -8.099614328,      -7.886200037,      -7.840779532,      -7.797152434,      -12.68852869
          0,           0,         197,      -8.368483526,      -8.110519261,       -7.89385909,      -7.848248462,      -7.806105695,      -12.70006223
          0,           0,         198,      -8.376947954,      -8.121337429,      -7.901408349,      -7.855624689,      -7.814984898,      -12.71157516
          0,           0,         199,      -8.385307836,      -8.132077088,      -7.908855792,      -7.862899709,       -7.82378232,      -12.72309866
          0,           0,         200,      -8.393816215,      -8.142957773,      -7.916573739,        -7.8704332,       -7.83277063,      -12.73451734
          0,           0,         201,      -8.402397703,      -8.153900897,      -7.924226708,      -7.877935488,      -7.841801212,      -12.74604206
          0,           0,         202,      -8.410829364,       -8.16475656,      -7.931719853,      -7.885272414,      -7.850657565,      -12.75772124
          0,           0,         203,      -8.419238983,      -8.175598607,       -7.93933585,      -7.892701154,      -7.859497772,      -12.76930487
          0,           0,         204,      -8.427555585,      -8.186323691,      -7.946770442,       -7.89997146,      -7.868222384,      -12.78090434
          0,           0,         205,       -8.43582614,      -8.197032264,      -7.954229136,      -7.907255123,      -7.876942885,      -12.79246972
          0,           0,         206,      -8.444274219,      -8.207888422,      -7.961930603,      -7.914783237,      -7.885863339,      -12.80395566
          0,           0,         207,      -8.452712041,      -8.218747258,      -7.969466319,      -7.922178656,      -7.894729753,      -12.81561271
          0,           0,         208,      -8.461017379,       -8.22953814,      -7.976949646,      -7.929498122,      -7.903459847,        -12.827351
          0,           0,         209,      -8.469315576,      -8.240301378,      -7.984507187,      -7.936875448,      -7.912176661,      -12.83899146
          0,           0,         210,      -8.477479241,      -8.250926566,      -7.991838765,      -7.944049682,      -7.920743594,      -12.85067959
          0,           0,         211,      -8.485683923,      -8.261601963,      -7.999338495,      -7.951370984,      -7.929408196,      -12.86228003
          0,           0,         212,      -8.494069954,      -8.272418999,      -8.007007818,      -7.958881495,      -7.938254574,      -12.87384787
          0,           0,         213,       -8.50235427,      -8.283181739,       -8.01443805,      -7.966178538,      -7.946950235,      -12.88564019
          0,           0,         214,      -8.510548671,      -8.293900314,      -8.021926426,      -7.973493453,      -7.955569431,      -12.89742546
          0,           0,         215,        -8.5187287,      -8.304570231,      -8.029406177,      -7.980802904,      -7.964155588,      -12.90913168
          0,           0,         216,      -8.526758816,      -8.315110085,      -8.036675734,      -7.987919415,      -7.972592364,      -12.92089383
          0,           0,         217,      -8.534912795,      -8.325748256,      -8.044214753,      -7.995280995,      -7.981210413,      -12.93253414
          0,           0,         218,      -8.543210443,      -8.336503417,      -8.051819776,      -8.002741748,      -7.989951182,      -12.94420115
          0,           0,         219,      -8.551342552,      -8.347168839,      -8.059176181,      -8.009966091,      -7.998484364,       -12.9561068
          0,           0,         220,      -8.559434689,      -8.357805952,      -8.066660335,      -8.017270811,       -8.00699675,      -12.96793002
          0,           0,         221,      -8.567474585,      -8.368361517,      -8.074038111,      -8.024488424,      -8.015430147,      -12.97971318
          0,           0,         222,      -8.575399663,      -8.378828922,       -8.08130151,      -8.031596044,      -8.023771957,      -12.99152411
          0,           0,         223,      -8.583508779,       -8.38942023,      -8.088866265,      -8.038989396,      -8.032340789,      -13.00320375
          0,           0,         224,        -8.5916748,      -8.400073959,      -8.096364381,      -8.046356838,      -8.040926899,      -13.01499571
          0,           0,         225,      -8.599667791,      -8.410636451,       -8.10369685,      -8.053550423,      -8.049320933,      -13.02697216
          0,           0,         226,      -8.607660379,      -8.421174076,      -8.111157076,      -8.060834357,      -8.057723908,      -13.03882743
          0,           0,         227,       -8.61553848,      -8.431592371,      -8.118414492,      -8.067943876,      -8.065985819,      -13.05070591
          0,           0,         228,      -8.623404829,      -8.441998825,      -8.125739068,      -8.075107089,      -8.074286064,      -13.06253803
          0,           0,         229,       -8.63147721,      -8.452539138,      -8.133313336,      -8.082526812,      -8.082807115,      -13.07427283
          0,           0,         230,      -8.639479831,       -8.46306509,      -8.140683848,      -8.089780394,       -8.09120681,      -13.08622312
          0,           0,         231,      -8.647366123,      -8.473526017,      -8.148045164,       -8.09698934,      -8.099501819,      -13.09823687
          0,           0,         232,      -8.655255983,      -8.483949453,       -8.15545227,      -8.104232844,       -8.10778855,      -13.11013396
          0,           0,         233,      -8.662985493,      -8.494237773,      -8.162624893,      -8.111267241,      -8.115903719,      -13.12210143
          0,           0,         234,      -8.670833285,      -8.504587553,      -8.170044523,      -8.118522395,      -8.124200841,      -13.13394858
          0,           0,         235,      -8.678849929,      -8.515059874,      -8.177592519,      -8.125937708,      -8.132651117,       -13.1457786
          0,           0,         236,      -8.686689571,      -8.525453847,      -8.184872953,      -8.133108413,      -8.140876805,      -13.15788813
          0,           0,         237,      -8.694489177,      -8.535806236,      -8.192267594,      -8.140340142,      -8.149089928,      -13.16992724
          0,           0,         238,      -8.702252273,      -8.546092581,      -8.199587219,      -8.147512521,      -8.157238479,      -13.18189463
          0,           0,         239,      -8.709881645,      -8.556273666,      -8.206756161,      -8.154546021,      -8.165270255,      -13.19391948
